ID,Date,Location,Police District,Police Station,Police,News,Journalists' Notes,Task Force Detainees of the Philippines,RiseUp for Life and Rights,Balay Rehabilitation Center,CCT-DRK Research,Redemptorist Social Mission,Funeral Parlor,Bishop of Caloocan,Philippine Human Rights Information Center,Commission on Human Rights,Assailant
2,Apr-2017,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,Unidentified
6,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
7,Jul-2017,Caloocan,NPD,PS-1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,Unidentified
8,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
12,Apr-2017,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,Unidentified
13,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
17,Jun-2017,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Unidentified
18,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
20,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
21,Oct-2016,Caloocan,NPD,PS-1,1,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
23,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,,Unidentified
24,Apr-2017,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,Unidentified
27,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
28,Feb-2017,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,Unidentified
29,Mar-2017,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,Unidentified
30,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Unidentified
33,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
36,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
39,Oct-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
43,Mar-2017,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,Unidentified
48,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
49,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
51,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
56,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
60,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
61,Oct-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
62,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
63,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
64,Aug-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,0.0,Unidentified
65,Oct-2016,Caloocan,NPD,PS-1,1,1,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
66,Jan-2017,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,Unidentified
68,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
70,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,1.0,0.0,,,Unidentified
72,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
74,Jul-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
76,Feb-2017,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,Unidentified
77,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
78,Mar-2017,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Unidentified
83,Jan-2017,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Unidentified
84,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
85,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
88,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
89,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
91,Feb-2017,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,Unidentified
94,Sep-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
95,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
96,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
104,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,1.0,,,Unidentified
105,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
108,Dec-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
109,Dec-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Unidentified
110,Aug-2017,Caloocan,NPD,PS-1,0,1,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,Unidentified
111,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
114,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
116,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,Unidentified
117,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
118,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
122,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,,Unidentified
123,Oct-2016,Caloocan,NPD,PS-1,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Unidentified
125,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
127,Sep-2016,Caloocan,NPD,PS-1,1,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
128,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
129,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
130,Jan-2017,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Unidentified
131,Feb-2017,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,Unidentified
134,Nov-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
135,Sep-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
138,Sep-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
139,Aug-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,0.0,Unidentified
144,Oct-2016,Caloocan,NPD,PS-1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
149,Nov-2017,Caloocan,NPD,PS-1,0,1,0.0,,,0.0,1.0,0.0,,1.0,,,Unidentified
150,Oct-2016,Caloocan,NPD,PS-1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
151,Aug-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
153,Oct-2016,Caloocan,NPD,PS-1,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
155,Nov-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
158,Oct-2016,Caloocan,NPD,PS-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
159,Sep-2016,Caloocan,NPD,PS-1,1,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
160,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,,,0.0,,,Unidentified
167,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,0.0,,,0.0,,,Unidentified
168,Jul-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,,,0.0,,,Unidentified
171,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,,,0.0,,,Unidentified
172,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,,,0.0,,,Unidentified
173,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,1.0,,,Unidentified
175,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
176,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
178,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
179,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,0.0,0.0,,,Unidentified
180,Jul-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,1.0,,,Unidentified
182,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,1.0,0.0,,,Unidentified
183,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,,Unidentified
184,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,1.0,0.0,,,Unidentified
185,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
186,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
188,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
189,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
190,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
191,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
192,Jul-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
193,Jul-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
195,Jul-2016,Caloocan,NPD,PS-1,0,0,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
196,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
197,Jul-2016,Caloocan,NPD,PS-1,0,0,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
198,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
200,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
201,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
202,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
204,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
205,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,1.0,,,Unidentified
206,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,1.0,,,Unidentified
207,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,0.0,0.0,0.0,1.0,,,Unidentified
208,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
209,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
210,Jul-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,0.0,,,Unidentified
211,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
212,Jul-2016,Caloocan,NPD,PS-1,0,0,,,,0.0,0.0,1.0,1.0,0.0,,,Unidentified
213,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,,Unidentified
214,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,,Unidentified
216,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,0.0,0.0,0.0,1.0,,,Unidentified
217,Jul-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,1.0,,,Unidentified
219,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,Unidentified
220,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
221,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,1.0,0.0,,0.0,Unidentified
223,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
224,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,0.0,0.0,,0.0,Unidentified
225,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
226,Jul-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
227,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
229,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,1.0,0.0,,0.0,Unidentified
230,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
231,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
232,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
233,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
234,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
235,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
236,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
237,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
238,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,1.0,1.0,0.0,,0.0,Unidentified
239,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
240,Aug-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,0.0,0.0,0.0,,0.0,Unidentified
241,Aug-2016,Caloocan,NPD,PS-1,1,1,,,,0.0,1.0,1.0,1.0,0.0,,0.0,Unidentified
242,Aug-2016,Caloocan,NPD,PS-1,0,0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,Unidentified
243,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
244,Aug-2016,Caloocan,NPD,PS-1,0,1,,,,0.0,1.0,0.0,0.0,0.0,,0.0,Unidentified
245,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
247,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
248,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
249,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
251,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
252,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
253,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
254,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
255,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
256,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
257,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
258,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
259,Aug-2016,Caloocan,NPD,PS-1,1,0,,,,1.0,0.0,0.0,0.0,0.0,,0.0,Unidentified
