ID,Date,Location,Police District,Police Station,Police,News,Commission on Human Rights,Philippine Human Rights Information Center,Task for Detainees of the Philippines ,RiseUp for Life and Rights,Parishes,CCT-DRK Research,Barangay Holy Spirit Public Safety Office,Assailant
475,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
476,Jul-2016,Quezon City,QCPD,PS 04 Novaliches,1,1,,,,0.0,0.0,0.0,0.0,Unidentified
477,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,1,,,,0.0,0.0,0.0,0.0,Unidentified
478,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
479,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Unidentified
480,Mar-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
481,Jul-2016,Quezon City,QCPD,PS 04 Novaliches,1,1,,,,0.0,0.0,1.0,0.0,Unidentified
482,Feb-2017,Quezon City,QCPD,PS 02 Masambong,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
484,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Unidentified
485,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Unidentified
486,Mar-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
487,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
488,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
489,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
490,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
491,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
507,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Unidentified
508,Jan-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
509,Jan-2017,Quezon City,QCPD,PS 02 Masambong,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
510,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,,,,0.0,0.0,0.0,0.0,Unidentified
511,Oct-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
512,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Unidentified
513,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
514,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
515,May-2017,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
516,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
517,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
518,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
519,Jul-2016,Quezon City,QCPD,PS 05 Fairview,1,0,,,,0.0,0.0,0.0,0.0,Unidentified
520,Jul-2016,Quezon City,QCPD,PS 05 Fairview,1,0,,,,0.0,0.0,0.0,0.0,Unidentified
521,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,,,,0.0,0.0,0.0,0.0,Unidentified
522,Aug-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
523,Aug-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
524,Aug-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
525,Aug-2016,Quezon City,QCPD,PS 07 Cubao,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
526,Sep-2016,Quezon City,QCPD,PS 07 Cubao,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
527,Sep-2016,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
528,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
529,Sep-2016,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
530,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
531,Sep-2016,Quezon City,QCPD,PS 01 La Loma,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
532,Sep-2016,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
533,Oct-2016,Quezon City,QCPD,PS 10 Kamuning,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
534,Oct-2016,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
535,Oct-2016,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
536,Oct-2016,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
537,Oct-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Unidentified
538,Oct-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
539,Oct-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
540,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
541,Nov-2016,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
542,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
543,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
544,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
545,Nov-2016,Quezon City,QCPD,PS 08 Project 4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
546,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
547,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
548,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Unidentified
549,Dec-2016,Quezon City,QCPD,PS 01 La Loma,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
550,Dec-2016,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
551,Dec-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
552,Dec-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
553,Dec-2016,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
554,Dec-2016,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
555,Dec-2016,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
556,Dec-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
557,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
558,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
559,Jan-2017,Quezon City,QCPD,PS 01 La Loma,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
560,Jan-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
561,Jan-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
562,Feb-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
563,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
564,Feb-2017,Quezon City,QCPD,PS 10 Kamuning,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
565,Feb-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
566,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
567,Feb-2017,Quezon City,QCPD,PS 10 Kamuning,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
568,Mar-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
569,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
570,Mar-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
571,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
572,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
573,Apr-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
574,Apr-2017,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
575,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
576,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Unidentified
577,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Unidentified
578,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Unidentified
579,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
580,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
581,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
582,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
583,Jun-2017,Quezon City,QCPD,PS 03 Talipapa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
584,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
585,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
586,Jun-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
587,Jul-2017,Quezon City,QCPD,PS 10 Kamuning,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
588,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
589,Aug-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Unidentified
590,Dec-2016,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Unidentified
591,Aug-2017,Quezon City,QCPD,PS 04 Novaliches,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Unidentified
593,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Unidentified
594,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
595,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Unidentified
596,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
597,Jun-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Unidentified
598,Aug-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,,1.0,0.0,1.0,0.0,1.0,Unidentified
600,Oct-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Unidentified
601,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Unidentified
602,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Unidentified
603,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Unidentified
604,May-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Unidentified
605,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Unidentified
606,Aug-2017,Quezon City,QCPD,PS 03 Talipapa,0,0,0.0,,1.0,0.0,1.0,0.0,0.0,Unidentified
608,Sep-2017,Quezon City,QCPD,PS 06 Batasan,1,0,,,1.0,,1.0,0.0,0.0,Unidentified
615,Aug-2017,Quezon City,QCPD,PS 02 Masambong,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
616,Aug-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
617,Aug-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
619,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
620,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
621,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
622,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
624,Aug-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
625,Aug-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,,0.0,0.0,0.0,0.0,1.0,Unidentified
626,Aug-2017,Quezon City,QCPD,PS 10 Kamuning,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
627,Aug-2017,Quezon City,QCPD,PS 04 Novaliches,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
628,Aug-2017,Quezon City,QCPD,PS 02 Masambong,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
629,Aug-2017,Quezon City,QCPD,PS 04 Novaliches,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
630,Aug-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
632,Aug-2017,Quezon City,QCPD,PS 04 Novaliches,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,Unidentified
633,Sep-2017,Quezon City,QCPD,PS 02 Masambong,1,1,,,0.0,,0.0,0.0,0.0,Unidentified
634,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
635,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
636,Nov-2016,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
637,Nov-2016,Quezon City,QCPD,PS 03 Talipapa,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
638,Nov-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Unidentified
639,Nov-2016,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
640,Nov-2016,Quezon City,QCPD,PS 06 Batasan,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
641,Nov-2016,Quezon City,QCPD,PS 02 Masambong,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
642,Nov-2016,Quezon City,QCPD,PS 02 Masambong,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unidentified
643,Dec-2016,Quezon City,QCPD,PS 09 Quirino,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
644,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
645,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
646,Mar-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
647,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
648,Oct-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,,,,,,1.0,,Unidentified
649,Oct-2017,Quezon City,QCPD,PS 03 Talipapa,0,1,,,,,,1.0,,Unidentified
650,Oct-2017,Quezon City,QCPD,PS 03 Talipapa,0,1,,,,,,1.0,,Unidentified
651,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
652,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
653,Feb-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
654,Nov-2017,Quezon City,QCPD,PS 06 Batasan,1,1,,,,,,1.0,,Unidentified
655,Dec-2017,Quezon City,QCPD,PS 06 Batasan,0,1,,,,,,1.0,,Unidentified
656,Dec-2017,Quezon City,QCPD,PS 06 Batasan,0,1,,,,,,1.0,,Unidentified
659,Oct-2016,Quezon City,QCPD,,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Unidentified
660,May-2017,Quezon City,QCPD,,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unidentified
667,Nov-2017,Quezon City,QCPD,,1,1,,,,,,0.0,,Unidentified
670,Aug-2016,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Unidentified
671,Dec-2016,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unidentified
672,Jan-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
673,Apr-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
674,May-2017,Quezon City,QCPD,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
675,May-2017,Quezon City,QCPD,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
676,May-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
677,Jun-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
678,Jun-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Unidentified
679,Jul-2017,Quezon City,QCPD,PS 06 Batasan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
680,Jul-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Unidentified
